流域,站点编号,行政区,河名,站名,时间,水位(米),流量(米3/秒),警戒水位(米)
松花江,11203200,吉林省,嫩江,大赉,2023-04-26 14:00:00,125.05,0,131.74
黑龙江,10901900,吉林省,松花江,扶余,2023-04-26 14:00:00,129.86,529,133.56
艾比湖,00400050,新疆维吾尔自治区,博尔塔拉河,温泉(合成),2023-04-26 08:00:00,1320.52,8,0.0
艾比湖,00401050,新疆维吾尔自治区,精河,精河山口（三）,2023-04-26 08:00:00,614.05,6,0.0
玛纳斯湖流域,00402450,新疆维吾尔自治区,玛纳斯河,肯斯瓦特,2023-04-26 08:00:00,854.27,32,0.0
内陆河,00500900,新疆维吾尔自治区,乌鲁木齐河,英雄桥,2023-04-26 08:00:00,5.05,1,0.0
内陆河湖,00502300,新疆维吾尔自治区,开垦河,开垦河(合成),2023-04-26 14:00:00,1504.98,0,0.0
内陆河湖,00600050,新疆维吾尔自治区,阿拉沟,阿拉沟,2023-04-26 08:00:00,783.95,0,0.0
哈密、吐鲁番地区诸河,00601300,新疆维吾尔自治区,头道沟,头道沟,2023-04-26 14:00:00,1423.27,0,0.0
塔里木河,00700100,新疆维吾尔自治区,叶尔羌河,库鲁克栏干,2023-04-26 08:00:00,1920.67,43,0.0
塔里木河,00700250,新疆维吾尔自治区,叶尔羌河,卡群,2023-04-26 08:00:00,1454.72,179,0.0
塔里木河,00701350,新疆维吾尔自治区,塔里木河,阿拉尔,2023-04-26 14:00:00,1007.77,3,0.0
塔里木河,00701400,新疆维吾尔自治区,塔里木河,新渠满,2023-04-26 14:00:00,964.67,5,0.0
塔里木河,00702350,新疆维吾尔自治区,盖孜河,克勒克,2023-04-26 08:00:00,2161.73,40,0.0
塔里木河,00702470,新疆维吾尔自治区,库山河,沙曼,2023-04-26 08:00:00,1987.23,5,0.0
和田河流域,00704850,新疆维吾尔自治区,玉龙喀什河,同古孜洛克（二）,2023-04-26 08:00:00,1601.1,10,0.0
和田河流域,00705400,新疆维吾尔自治区,皮山河,皮山（二）,2023-04-26 08:00:00,2.22,13,0.0
塔里木河,00705700,新疆维吾尔自治区,开都河,大山口,2023-04-26 08:00:00,1351.68,90,0.0
塔里木河,00705850,新疆维吾尔自治区,开都河,焉耆,2023-04-26 14:00:00,1053.83,37,0.0
塔里木河,00706000,新疆维吾尔自治区,博斯腾湖,博斯腾湖,2023-04-26 14:00:00,1047.02,0,0.0
塔里木河,00706200,新疆维吾尔自治区,黄水沟,黄水沟,2023-04-26 08:00:00,1316.7,3,0.0
塔里木河,00706450,新疆维吾尔自治区,孔雀河,他什店,2023-04-26 08:00:00,1045.83,51,0.0
塔里木河,00800150,新疆维吾尔自治区,木扎提河,托克逊,2023-04-26 14:00:00,1164.28,21,0.0
塔里木河,00800600,新疆维吾尔自治区,黑孜河,黑孜,2023-04-26 08:00:00,1178.5,0,0.0
塔里木河,00800700,新疆维吾尔自治区,库车河,兰干,2023-04-26 08:00:00,1274.9,0,0.0
塔里木河,00900650,新疆维吾尔自治区,卡墙河,且末,2023-04-26 08:00:00,1241.02,25,0.0
克里雅诸小河流域,00901150,新疆维吾尔自治区,克里雅河,克里雅（二）,2023-04-26 08:00:00,1966.59,25,0.0
内陆,01004500,青海省,巴音河,德令哈(三）,2023-04-26 08:00:00,3024.54,8,0.0
内陆,01200640,青海省,格尔木河,格尔木（四）,2023-04-26 08:00:00,2934.47,47,0.0
内陆河,01400300,甘肃省,昌马河,昌马堡,2023-04-26 08:00:00,2114.39,19,2117.3
内陆河,01400500,甘肃省,疏勒河,潘家庄,2023-04-26 08:00:00,1346.67,4,1347.9
内陆河,01401200,甘肃省,党河,党城湾(二),2023-04-26 08:00:00,2176.83,18,2177.8
内陆河,01402200,,石油河,玉门市,2023-04-26 08:00:00,1992.58,0,1994.35
内陆河,01500200,青海省,黑河,札马什克,2023-04-26 08:00:00,2612.63,20,2614.25
内陆河,01500400,甘肃省,黑河,莺落峡,2023-04-26 08:00:00,1675.82,33,1678.37
内陆河,01500700,甘肃省,黑河,高崖,2023-04-26 08:00:00,1426.1,18,1427.72
内陆河,01500900,甘肃省,黑河,正义峡,2023-04-26 08:00:00,1997.74,14,2000.64
内陆河,01501400,,八宝河,祁连,2023-04-26 08:00:00,2594.34,9,2595.8
内陆河,01503000,,梨园河,肃南,2023-04-26 08:00:00,6.65,1,7.98
内陆河,01503900,甘肃省,讨赖河,嘉峪关,2023-04-26 08:00:00,1689.46,11,1692.8
内陆河,01601600,,杂木河,杂木寺,2023-04-26 08:00:00,1992.28,2,0.0
内陆河,01602600,,西营河,九条岭,2023-04-26 08:00:00,2251.23,6,2252.53
黑龙江,10700700,吉林省,松花江干流,下岱吉,2023-04-26 08:00:00,120.73,832,126.32
第二松花江,10800300,吉林省,二道白河,二道白河,2023-04-26 14:00:00,699.33,0,700.1
第二松花江,10800500,吉林省,二道松花江,汉阳屯,2023-04-26 14:00:00,445.36,132,449.5
第二松花江,10801400,吉林省,五道白河,松江,2023-04-26 14:00:00,547.4,0,549.6
第二松花江,10802400,吉林省,古洞河,大甸子,2023-04-26 14:00:00,542.23,0,544.2
第二松花江,10803200,吉林省,富尔河,大蒲柴河,2023-04-26 14:00:00,524.8,0,528.0
第二松花江,10803800,吉林省,漫江,漫江,2023-04-26 14:00:00,819.58,0,0.0
第二松花江,10804400,吉林省,头道松花江,高丽城子,2023-04-26 08:00:00,420.51,140,422.41
第二松花江,10805800,吉林省,珠子河,靖宇,2023-04-26 14:00:00,540.98,0,0.0
第二松花江,10811000,吉林省,辉发河,五道沟,2023-04-26 08:00:00,264.66,36,270.0
松花江,10811800,吉林省,莲河,东丰,2023-04-26 08:00:00,334.16,0,338.0
第二松花江,10812600,吉林省,三统河,样子哨,2023-04-26 08:00:00,321.04,5,323.94
第二松花江,10813800,吉林省,金沙河,民立,2023-04-26 08:00:00,268.39,3,271.97
第二松花江,10814200,吉林省,漂河,横道子,2023-04-26 08:00:00,277.6,6,279.41
第二松花江,10814600,吉林省,蛟河,蛟河,2023-04-26 08:00:00,265.29,22,268.6
第二松花江,10900300,吉林省,第二松花江,吉林,2023-04-26 14:00:00,186.18,288,189.39
第二松花江,10901300,吉林省,第二松花江,松花江,2023-04-26 08:00:00,150.3,580,154.46
第二松花江,10902200,吉林省,温德河,口前,2023-04-26 08:00:00,219.6,2,223.0
第二松花江,10910850,吉林省,饮马河,长岭,2023-04-26 14:00:00,191.69,0,197.0
第二松花江,10911500,吉林省,饮马河,德惠,2023-04-26 08:00:00,151.21,6,155.5
第二松花江,10914800,吉林省,伊通河,农安,2023-04-26 14:00:00,160.86,0,167.53
松花江,11000600,吉林省,拉林河,牛头山,2023-04-26 08:00:00,149.78,28,158.87
松花江,11000700,吉林省,拉林河,蔡家沟,2023-04-26 14:00:00,134.74,0,139.9
松花江,11002000,吉林省,卡岔河,榆树,2023-04-26 14:00:00,162.2,0,167.42
黑龙江流域,11401000,内蒙古自治区,洮儿河,察尔森,2023-04-26 08:00:00,329.53,30,330.8
松花江,11404000,吉林省,洮儿河,洮南,2023-04-26 14:00:00,144.3,0,148.89
黑龙江流域,11406000,内蒙古自治区,归流河,大石寨,2023-04-26 08:00:00,2.58,7,4.2
黑龙江流域,11407620,内蒙古自治区,蛟流河,杜尔基,2023-04-26 08:00:00,13.37,0,15.0
黑龙江流域,11410620,内蒙古自治区,霍林河,白云胡硕,2023-04-26 08:00:00,249.79,5,251.9
图们江,11513000,吉林省,海兰河,龙山,2023-04-26 08:00:00,214.95,9,0.0
鸭绿江,11605000,吉林省,浑江,八道江,2023-04-26 14:00:00,472.15,0,474.42
鸭绿江,11605800,吉林省,浑江,东村,2023-04-26 14:00:00,329.59,0,334.04
辽河流域,20102800,内蒙古自治区,西辽河,通辽(五),2023-04-26 08:00:00,0.0,0,182.4
辽河,20104900,吉林省,西辽河,郑家屯,2023-04-26 14:00:00,112.07,0,116.56
辽河流域,20107300,辽宁省,老哈河,兴隆坡,2023-04-26 14:00:00,5.97,0,9.5
辽河流域,20111800,内蒙古自治区,英金河,赤峰(五),2023-04-26 08:00:00,0.0,0,560.48
辽河流域,20115700,内蒙古自治区,召苏河,新井,2023-04-26 08:00:00,0.0,0,0.0
辽河,20116300,内蒙古自治区,崩河,沟门子(四),2023-04-26 08:00:00,0.0,0,454.4
辽河流域,20116590,内蒙古自治区,羊肠子河,哈拉道口,2023-04-26 08:00:00,0.0,0,17.0
辽河流域,20208000,内蒙古自治区,百岔河,万合永,2023-04-26 08:00:00,0.0,0,10.51
辽河流域,20213000,内蒙古自治区,少冷河,乌丹(四),2023-04-26 14:00:00,0.0,0,629.76
辽河流域,20302500,内蒙古自治区,他拉干库引水,他拉干（五）,2023-04-26 08:00:00,0.0,0,0.0
辽河,20503500,吉林省,东辽河,王奔,2023-04-26 14:00:00,106.57,0,109.79
辽河流域,20514200,吉林省,兴隆河,公主岭,2023-04-26 14:00:00,187.32,0,190.5
辽河流域,20515100,吉林省,小辽河,十屋,2023-04-26 14:00:00,134.17,0,137.26
辽河,20600050,辽宁省,辽河,福德店,2023-04-26 08:00:00,84.37,17,87.96
辽河,20600100,辽宁省,辽河,通江口,2023-04-26 08:00:00,69.69,44,72.72
辽河,20600400,辽宁省,辽河,马虎山,2023-04-26 08:00:00,34.64,77,38.87
辽河,20600460,辽宁省,辽河,平安堡,2023-04-26 08:00:00,23.091,75,26.6
辽河,20600560,辽宁省,辽河,辽中,2023-04-26 08:00:00,10.551,68,14.3
辽河,20600650,辽宁省,辽河,六间房,2023-04-26 08:00:00,6.171,84,10.97
辽河流域,20700050,吉林省,招苏台河,梨树,2023-04-26 14:00:00,140.5,2,0.0
辽河,20700100,辽宁省,招苏台河,王宝庆,2023-04-26 08:00:00,103.79,5,106.97
辽河,20700250,辽宁省,二道河,宝力镇,2023-04-26 08:00:00,86.51,3,89.51
辽河,20800850,辽宁省,柴河,柴河,2023-04-26 08:00:00,110.461,3,112.86
辽河,20810150,辽宁省,清河,八棵树,2023-04-26 08:00:00,145.809,3,148.37
辽河,20810350,辽宁省,清河,开原,2023-04-26 08:00:00,87.101,13,90.45
辽河,20900550,辽宁省,秀水河,公主屯,2023-04-26 08:00:00,34.025,0,36.26
辽河,20900800,辽宁省,养息牧河,小荒地,2023-04-26 08:00:00,35.34,4,36.02
辽河,20911050,辽宁省,柳河,彰武,2023-04-26 08:00:00,81.56,4,83.5
辽河,21000150,辽宁省,绕阳河,东白城子,2023-04-26 08:00:00,69.582,2,71.92
辽河,21100450,辽宁省,浑河,抚顺,2023-04-26 08:00:00,74.627,7,75.84
辽河,21100650,辽宁省,浑河,沈阳,2023-04-26 08:00:00,34.831,18,37.97
辽河,21100800,辽宁省,浑河,黄腊坨,2023-04-26 08:00:00,10.578,11,15.99
辽河,21101000,辽宁省,浑河,邢家窝棚,2023-04-26 08:00:00,3.134,28,9.46
辽河,21110350,辽宁省,太子河,本溪,2023-04-26 08:00:00,105.18,5,107.14
辽河,21110550,辽宁省,太子河,辽阳,2023-04-26 08:00:00,22.208,24,25.88
辽河,21110700,辽宁省,太子河,小林子,2023-04-26 08:00:00,5.53,16,12.47
辽河,21110800,辽宁省,太子河,唐马寨,2023-04-26 08:00:00,2.547,20,8.87
辽河,21113250,辽宁省,太子河(南支),南甸,2023-04-26 08:00:00,262.173,1,0.0
辽河,21200450,辽宁省,大凌河,朝阳,2023-04-26 08:00:00,164.681,0,168.12
大凌河,21200600,辽宁省,大凌河,义县,2023-04-26 08:00:00,60.796,2,61.84
大凌河,21200650,辽宁省,大凌河,凌海,2023-04-26 08:00:00,17.541,13,19.45
大凌河,21211450,辽宁省,西河,复兴堡,2023-04-26 08:00:00,47.189,4,50.35
海河流域,30100850,,滦河,乌龙矶,2023-04-26 08:00:00,3.14,2,0.0
海河,30101400,河北省,滦河,滦县,2023-04-26 14:00:00,20.98,0,26.0
海河流域,30101900,内蒙古自治区,吐力根河,大河口(四),2023-04-26 08:00:00,105.06,1,106.2
海河,30104350,河北省,青龙河,双山子,2023-04-26 14:00:00,44.35,0,0.0
海河,30301600,,白河,张家坟,2023-04-26 08:00:00,181.82,3,183.42
海河,30301801,,白河,密云(白河坝下),2023-04-26 08:00:00,0.0,0,0.0
海河,30302600,,潮河,下会,2023-04-26 08:00:00,173.56,1,176.57
海河,30303700,,怀九河,前辛庄,2023-04-26 08:00:00,93.34,0,96.0
海河,30303800,,怀沙河,口头,2023-04-26 08:00:00,72.39,0,73.5
海河,30400100,天津市,蓟运河,九王庄闸上,2023-04-26 14:00:00,2.7,0,7.18
海河,30400500,天津市,蓟运河,张头窝闸下,2023-04-26 14:00:00,1.2,0,0.0
海河,30403600,河北省,黎河,前毛庄,2023-04-26 08:00:00,26.85,60,0.0
海河,30404400,河北省,还乡河,崖口(三),2023-04-26 14:00:00,80.54,0,0.0
海河,30504000,,凉水河,张家湾,2023-04-26 08:00:00,15.9,14,20.2
海河,30700300,,永定河,雁翅,2023-04-26 08:00:00,233.97,28,234.86
海河,30701851,山西省,桑干河,东榆林水库（坝下）,2023-04-26 14:00:00,1025.62,1,0.0
海河,30702300,山西省,桑干河,固定桥,2023-04-26 14:00:00,96.92,11,0.0
海河,30702700,河北省,桑干河,石匣里（二）,2023-04-26 08:00:00,824.07,24,0.0
海河,30704900,山西省,十里河,观音堂,2023-04-26 08:00:00,1078.02,0,0.0
海河,30705600,河北省,洋河,响水堡（河道）,2023-04-26 08:00:00,556.31,0,0.0
海河,30707200,,妫水河,东大桥,2023-04-26 08:00:00,480.71,0,0.0
海河,30707400,,清水河,清水,2023-04-26 08:00:00,482.11,0,0.0
海河,30707600,,清水河,青白口,2023-04-26 08:00:00,281.2,0,0.0
海河,30805600,,拒马河,张坊,2023-04-26 08:00:00,103.34,0,104.9
海河,30808450,河北省,通天河,南庄,2023-04-26 14:00:00,139.68,0,0.0
海河,30908800,山西省,滹沱河,界河铺,2023-04-26 14:00:00,798.87,3,0.0
海河,30908900,山西省,滹沱河,济胜桥,2023-04-26 14:00:00,16.44,6,0.0
海河,30909000,山西省,滹沱河,南庄,2023-04-26 14:00:00,601.01,10,0.0
海河,30911000,山西省,云中河,寺坪,2023-04-26 08:00:00,17.9,0,0.0
海河,30911400,山西省,牧马河,豆罗桥,2023-04-26 08:00:00,13.17,0,0.0
海河,30913500,山西省,桃河,阳泉,2023-04-26 14:00:00,676.02,0,0.0
海河,31000101,山东省,南运河,临清,2023-04-26 08:00:00,28.42,80,35.507
海河,31003600,河南省,卫河,汲县,2023-04-26 08:00:00,67.18,12,69.2
海河,31003700,河南省,卫河,淇门,2023-04-26 08:00:00,59.78,16,64.1
海河,31003910,河南省,卫河,五陵,2023-04-26 08:00:00,48.69,26,56.0
海河,31004300,河南省,卫河,元村,2023-04-26 08:00:00,40.33,62,47.68
海河,31004601,山东省,卫河,南陶,2023-04-26 08:00:00,35.41,132,42.161
海河,31004900,河南省,大沙河,修武,2023-04-26 08:00:00,79.24,6,82.0
海河,31005700,河南省,淇河,新村,2023-04-26 08:00:00,97.35,2,0.0
海河,31006200,河南省,共产主义渠,合河(共),2023-04-26 08:00:00,70.69,9,74.0
海河,31006302,河南省,共产主义渠,黄土岗,2023-04-26 08:00:00,68.19,33,70.0
海河,31006410,河南省,共产主义渠,刘庄,2023-04-26 08:00:00,61.45,33,64.44
海河,31006900,河南省,安阳河,安阳,2023-04-26 08:00:00,68.91,19,73.18
海河,31007000,河北省,漳河,观台(河),2023-04-26 08:00:00,147.61,48,0.0
海河流域,31007101,,漳河,岳城水库（漳河）,2023-04-26 08:00:00,0.0,90,0.0
海河流域,31007102,,漳河,岳城水库（民有渠）,2023-04-26 08:00:00,0.0,0,0.0
海河流域,31007103,,漳河,岳城水库（漳南渠）,2023-04-26 08:00:00,0.0,0,0.0
海河,31007300,河北省,漳河,蔡小庄,2023-04-26 08:00:00,49.68,71,52.89
海河,31007500,山西省,浊漳河,石梁,2023-04-26 14:00:00,900.97,32,0.0
海河,31007600,河南省,浊漳河,天桥断,2023-04-26 08:00:00,341.55,21,0.0
海河流域,31007650,,浊漳河,侯壁,2023-04-26 08:00:00,481.27,29,0.0
海河,31007900,山西省,绛河,北张店,2023-04-26 14:00:00,858.26,8,0.0
海河,31008300,山西省,榆社河,榆社,2023-04-26 14:00:00,995.64,12,0.0
海河,31008800,山西省,清漳东源,蔡家庄,2023-04-26 14:00:00,11.3,1,0.0
海河,31100300,河南省,马颊河,南乐,2023-04-26 08:00:00,43.0,0,0.0
黄河,40100150,青海省,黄河,吉迈,2023-04-26 08:00:00,3951.71,124,0.0
黄河,40100250,甘肃省,黄河,玛曲,2023-04-26 08:00:00,3407.84,375,0.0
黄河,40100300,青海省,黄河,军功,2023-04-26 08:00:00,3076.05,463,0.0
黄河,40100350,青海省,黄河,唐乃亥,2023-04-26 14:00:00,2671.47,470,0.0
黄河,40100500,青海省,黄河,贵德,2023-04-26 14:00:00,2200.32,487,0.0
黄河,40100550,青海省,黄河,循化,2023-04-26 14:00:00,1859.72,223,0.0
黄河,40100800,甘肃省,黄河,小川,2023-04-26 14:00:00,1619.26,308,0.0
黄河,40101000,甘肃省,黄河,上诠,2023-04-26 08:00:00,1578.33,1300,0.0
黄河,40101200,甘肃省,黄河,兰州,2023-04-26 14:00:00,1511.54,1290,0.0
黄河,40101600,甘肃省,黄河,安宁渡,2023-04-26 08:00:00,1391.42,1240,0.0
黄河,40101750,宁夏回族自治区,黄河,下河沿,2023-04-26 14:00:00,1229.83,925,0.0
黄河,40102100,宁夏回族自治区,黄河,青铜峡,2023-04-26 14:00:00,1133.31,959,0.0
黄河,40102500,宁夏回族自治区,黄河,石嘴山,2023-04-26 14:00:00,1085.56,782,1088.48
黄河,40103470,,黄河,万家寨下,2023-04-26 08:00:00,897.73,76,0.0
黄河,40103500,,黄河,河曲,2023-04-26 08:00:00,844.45,244,0.0
黄河,40103900,,黄河,府谷,2023-04-26 08:00:00,806.71,443,0.0
黄河,40104000,,黄河,吴堡,2023-04-26 08:00:00,635.72,331,0.0
黄河,40104150,陕西省,黄河,龙门,2023-04-26 14:00:00,377.36,469,0.0
黄河,40104360,陕西省,黄河,潼关,2023-04-26 14:00:00,326.04,1110,0.0
黄河,40104450,山西省,黄河,三门峡,2023-04-26 14:00:00,272.29,162,0.0
黄河,40104700,河南省,黄河,小浪底,2023-04-26 14:00:00,133.35,408,0.0
黄河,40105150,,黄河,花园口,2023-04-26 14:00:00,88.89,873,92.47
黄河,40105453,,黄河,夹河滩,2023-04-26 14:00:00,71.47,850,75.56
黄河,40105650,山东省,黄河,高村,2023-04-26 14:00:00,57.62,746,61.76
黄河,40105850,山东省,黄河,苏泗庄,2023-04-26 08:00:00,53.62,0,59.8
黄河,40106100,山东省,黄河,杨集,2023-04-26 08:00:00,45.36,0,0.0
黄河,40106350,山东省,黄河,孙口,2023-04-26 14:00:00,42.51,696,46.69
黄河,40106550,山东省,黄河,国那里,2023-04-26 08:00:00,41.0,0,0.0
黄河,40106850,山东省,黄河,黄庄,2023-04-26 08:00:00,38.64,0,0.0
黄河,40107050,山东省,黄河,南桥,2023-04-26 08:00:00,36.71,0,0.0
黄河,40107100,山东省,黄河,艾山,2023-04-26 14:00:00,35.6,712,40.32
黄河,40107140,山东省,黄河,韩刘,2023-04-26 08:00:00,30.53,0,0.0
黄河,40107400,山东省,黄河,北店子,2023-04-26 08:00:00,26.27,0,0.0
黄河,40107450,山东省,黄河,泺口,2023-04-26 14:00:00,24.19,664,29.76
黄河,40107800,山东省,黄河,刘家园,2023-04-26 08:00:00,20.46,0,0.0
黄河,40108050,山东省,黄河,清河镇,2023-04-26 08:00:00,15.52,0,0.0
黄河,40108150,山东省,黄河,张肖堂,2023-04-26 08:00:00,13.0,0,0.0
黄河,40108350,山东省,黄河,麻湾,2023-04-26 08:00:00,10.16,0,0.0
黄河,40108400,山东省,黄河,利津,2023-04-26 14:00:00,8.72,637,12.44
黄河,40108500,山东省,黄河,一号坝,2023-04-26 08:00:00,6.53,0,0.0
黄河,40108650,山东省,黄河,西河口,2023-04-26 08:00:00,4.31,0,0.0
黄河,40200600,四川省,黑河,若尔盖,2023-04-26 14:00:00,3432.39,23,3434.93
黄河,40202700,青海省,隆务河,同仁,2023-04-26 08:00:00,2460.4,5,0.0
黄河,40203700,,大夏河,夏河（二）,2023-04-26 08:00:00,2898.96,3,2899.8
黄河,40204000,,大夏河,折桥（二）,2023-04-26 08:00:00,1828.71,8,1831.64
黄河,40205100,,庄浪河,红崖子,2023-04-26 08:00:00,1556.05,3,0.0
黄河,40205800,,祖厉河,会宁,2023-04-26 08:00:00,1675.42,0,1705.15
黄河,40206000,甘肃省,祖厉河,靖远,2023-04-26 08:00:00,1396.3,2,1399.1
黄河,40300200,,洮河,碌曲,2023-04-26 08:00:00,3096.74,19,3097.5
黄河,40300300,甘肃省,洮河,下巴沟(洮二),2023-04-26 08:00:00,2784.14,42,0.0
黄河,40300500,,,岷县,2023-04-26 08:00:00,2305.43,30,2307.5
黄河,40300600,甘肃省,洮河,李家村,2023-04-26 08:00:00,0.0,57,1982.87
黄河,40300800,,洮河,红旗,2023-04-26 08:00:00,1744.47,47,1748.6
黄河,40301100,,,多坝,2023-04-26 08:00:00,2443.97,6,2446.0
黄河,40400110,青海省,湟水,海晏（三）,2023-04-26 08:00:00,2991.02,1,0.0
黄河,40400190,青海省,湟水,湟源,2023-04-26 08:00:00,2616.84,7,0.0
黄河,40400400,青海省,湟水,西宁,2023-04-26 08:00:00,0.0,21,0.0
黄河,40400550,青海省,湟水,乐都,2023-04-26 08:00:00,1968.47,37,0.0
黄河,40400800,青海省,湟水,民和,2023-04-26 14:00:00,1761.63,26,0.0
黄河,40401800,青海省,药水河,董家庄（三）,2023-04-26 08:00:00,2633.83,2,0.0
黄河,40402500,青海省,西纳川,西纳川（二）,2023-04-26 08:00:00,2473.01,1,0.0
黄河,40403200,青海省,宝库河,牛场,2023-04-26 08:00:00,2993.48,2,0.0
黄河,40403700,青海省,北川河,桥头（五）,2023-04-26 08:00:00,2436.26,8,0.0
黄河,40411200,,大通河,天堂寺,2023-04-26 08:00:00,2261.44,30,0.0
黄河,40411400,甘肃省,大通河,连城,2023-04-26 08:00:00,1913.08,16,0.0
黄河,40411600,青海省,大通河,享堂,2023-04-26 14:00:00,1737.85,15,0.0
黄河,40501500,宁夏回族自治区,清水河,韩府湾（三）,2023-04-26 14:00:00,1418.33,1,1420.92
黄河,40501900,宁夏回族自治区,清水河,泉眼山(二）,2023-04-26 14:00:00,1204.63,4,1209.45
黄河,40503600,宁夏回族自治区,红柳沟,红柳沟鸣沙洲（四）,2023-04-26 14:00:00,1164.21,0,1166.72
黄河,40504030,宁夏回族自治区,河东总干渠,青铜峡（东总）,2023-04-26 08:00:00,1135.8,16,0.0
黄河,40504060,宁夏回族自治区,河西总干渠,青铜峡（西总）,2023-04-26 08:00:00,1136.09,90,0.0
黄河,40505500,宁夏回族自治区,苦水河,苦水河郭家桥（三）,2023-04-26 14:00:00,1121.15,3,1126.0
黄河,40508700,宁夏回族自治区,汝箕沟,汝箕沟（三）,2023-04-26 14:00:00,1181.22,0,1184.16
黄河,40508900,宁夏回族自治区,大武口沟,大武口（二）,2023-04-26 14:00:00,1154.42,0,1158.78
黄河,40600700,山西省,偏关河,偏关,2023-04-26 08:00:00,0.0,0,0.0
黄河,40606000,陕西省,延河,安塞,2023-04-26 14:00:00,1051.72,0,0.0
黄河,40606500,陕西省,杏子河,杏河,2023-04-26 14:00:00,1200.48,0,0.0
黄河,40606700,陕西省,西川,枣园,2023-04-26 14:00:00,1009.98,0,0.0
黄河,40705000,,窟野河,温家川,2023-04-26 08:00:00,768.64,9,0.0
黄河,40800700,陕西省,无定河,赵石窑,2023-04-26 08:00:00,948.36,1,0.0
黄河,40801200,,无定河,白家川,2023-04-26 08:00:00,708.84,27,0.0
黄河,40802800,陕西省,大理河,绥德,2023-04-26 14:00:00,811.92,4,0.0
黄河,41000310,山西省,汾河,静乐,2023-04-26 08:00:00,1193.91,15,0.0
黄河,41000800,山西省,汾河,寨上,2023-04-26 08:00:00,698.48,11,0.0
黄河,41001000,山西省,汾河,兰村,2023-04-26 08:00:00,807.85,10,0.0
黄河,41001900,山西省,汾河,汾河二坝（河道二）,2023-04-26 08:00:00,758.51,19,0.0
黄河,41002900,山西省,汾河,义棠,2023-04-26 14:00:00,726.27,52,0.0
黄河,41003350,山西省,汾河,赵城,2023-04-26 08:00:00,473.7,78,0.0
黄河,41003700,山西省,汾河,柴庄,2023-04-26 14:00:00,401.75,92,0.0
黄河,41003900,山西省,汾河,河津,2023-04-26 14:00:00,372.52,89,374.5
黄河,41005400,山西省,潇河,芦家庄,2023-04-26 14:00:00,900.57,2,0.0
黄河,41008300,山西省,洪安涧河,东庄,2023-04-26 14:00:00,498.8,1,0.0
黄河,41100550,甘肃省,渭河,北道,2023-04-25 08:00:00,1073.94,21,1077.87
黄河,41100580,陕西省,渭河,拓石,2023-04-26 08:00:00,868.73,44,0.0
黄河,41100600,陕西省,渭河,林家村,2023-04-26 08:00:00,600.4,49,0.0
黄河,41100900,陕西省,渭河,魏家堡,2023-04-26 08:00:00,486.82,85,0.0
黄河,41101100,陕西省,渭河,咸阳,2023-04-26 08:00:00,375.66,129,386.2
黄河,41101300,陕西省,渭河,临潼,2023-04-26 08:00:00,350.95,244,0.0
黄河,41101600,陕西省,渭河,华县,2023-04-26 08:00:00,338.87,280,0.0
黄河,41101620,陕西省,渭河,华阴,2023-04-26 08:00:00,328.07,0,0.0
黄河,41103500,宁夏回族自治区,清流河,隆德,2023-04-26 14:00:00,2089.99,0,2091.0
黄河,41107300,陕西省,涝河,涝峪口,2023-04-26 08:00:00,524.34,9,0.0
黄河,41107800,陕西省,潏河,高桥,2023-04-26 14:00:00,413.71,10,416.8
黄河,41108300,陕西省,灞河,罗李村,2023-04-26 08:00:00,521.69,13,0.0
黄河,41108500,陕西省,灞河,马渡王,2023-04-26 08:00:00,424.0,18,0.0
黄河,41110100,陕西省,冶峪河,淳化,2023-04-25 14:00:00,803.31,0,0.0
黄河,41200100,宁夏回族自治区,泾河,泾河源（三）,2023-04-26 14:00:00,1740.0,0,1743.0
黄河,41200700,甘肃省,泾河,杨家坪,2023-04-25 08:00:00,926.07,10,0.0
黄河,41200900,陕西省,泾河,景村,2023-04-26 08:00:00,814.2,38,0.0
黄河,41201100,陕西省,泾河,张家山,2023-04-26 08:00:00,420.25,22,0.0
黄河,41202200,,石堡子河,华亭,2023-04-26 08:00:00,1401.32,1,1402.55
黄河,41203200,宁夏回族自治区,茹河,彭阳,2023-04-26 14:00:00,1437.99,0,1441.06
黄河,41203300,甘肃省,茹河,开边,2023-04-26 08:00:00,1221.06,0,1222.75
黄河,41204000,甘肃省,马连河,雨落坪,2023-04-25 08:00:00,897.43,9,0.0
黄河,41300100,陕西省,北洛河,吴旗,2023-04-26 14:00:00,1268.17,0,0.0
黄河,41300300,陕西省,北洛河,刘家河,2023-04-26 08:00:00,1116.59,4,0.0
黄河,41300500,陕西省,北洛河,交口河,2023-04-26 14:00:00,784.93,14,0.0
黄河,41300700,陕西省,北洛河,状头,2023-04-26 08:00:00,360.97,24,0.0
黄河,41301400,陕西省,葫芦河,张村驿,2023-04-26 14:00:00,925.59,5,0.0
黄河,41301600,陕西省,沮河,黄陵,2023-04-26 14:00:00,827.69,5,0.0
黄河,41400100,山西省,王家河,泗交,2023-04-26 08:00:00,903.17,0,0.0
黄河,41401800,河南省,漭河,济源,2023-04-26 08:00:00,15.98,2,0.0
黄河,41402400,河南省,天然文岩渠,大车集,2023-04-26 08:00:00,65.51,0,0.0
黄河,41402500,河南省,天然文岩渠,朱付村,2023-04-26 08:00:00,69.31,0,0.0
