LGTD,LTTD,站点编号,时间,站名,zr,ymdh,dyrn,z,保证水位,dwz,河名,avq,hnnm,w,detaz,unitname,damel,iymdh,fymdh,q,警戒水位,sttp,obhtztm,frgrd,obhtz
119.196000,26.840000,71501550,,黛溪水库,,,,,398.45,,浙闽台河流,,闽东沿海诸河,,,,400.30,,,,395.00,水库,,,
119.519953,26.759313,71501559,,七都,,,,,,,浙闽台河流,,闽东沿海诸河,,,,,,,,,河道,,,
119.575133,26.647717,71501620,,东侨,,,,,,,浙闽台河流,,闽东沿海诸河,,,,,,,,,河道,,,
119.534000,26.195000,71502000,,连江,,,,,9.80,,浙闽台河流,,闽东沿海诸河,,,,11.48,,,,6.00,潮位,1966-09-04 00:00:00,,10.320
119.291514,26.556467,71502061,,斌溪,,,,,,,浙闽台河流,,闽东沿海诸河,,,,,,,,,河道,,,
120.372100,27.341100,71522020,,矾山,,,,,,,浙闽台河流,,飞云江、鳌江,,,,,,,,,河道,,,
120.255672,27.108361,71523100,,秦屿,,,,,,,浙闽台河流,,闽东沿海诸河,,,,,,,,,河道,,,
119.892000,27.243000,71531100,,柘荣,,,,,,,浙闽台河流,,闽东沿海诸河,,,,,,,,,河道,,,
119.695389,27.526225,71531820,,武溪,,,,,,,浙闽台河流,,闽东沿海诸河,,,,,,,,,河道,,,
119.366000,27.450000,71534400,,托溪,,,,,,,浙闽台河流,,闽东沿海诸河,,,,,,,,,河道,,,
119.636381,27.101275,71535100,,福安,,,,,24.60,,浙闽台河流,,闽东沿海诸河,,,,,,,,18.00,河道,,,
119.097819,26.667633,71550400,,鹤塘,,,,,,,浙闽台河流,,闽东沿海诸河,,,,,,,,,河道,,,
119.531667,25.828889,71600010,,三溪水库,,,,,49.58,,浙闽台河流,,闽南沿海诸河,,,,51.80,,,,45.00,水库,,,
119.241000,25.613000,71600060,,建新,,,,,74.35,,浙闽台河流,,闽南沿海诸河,,,,77.90,,,,73.50,水库,,,
118.542000,25.480000,71600180,,蒋隔,,,,,207.59,,浙闽台河流,,闽南沿海诸河,,,,211.20,,,,207.45,水库,,,
119.025000,25.510000,71600310,,港利,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
118.733889,25.436389,71600501,,榜头（官杜陂）,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
118.890000,25.460000,71600760,,莒溪,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
118.682000,25.314000,71601060,,古洋,,,,,114.35,,浙闽台河流,,闽南沿海诸河,,,,117.00,,,,111.40,水库,,,
118.850000,25.250000,71601220,,枫慈,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
118.824722,25.178333,71601260,,泗洲水库,,,,,75.37,,浙闽台河流,,闽南沿海诸河,,,,78.00,,,,70.82,水库,,,
118.015000,24.682000,71601640,,石兜水库,,,,,50.01,,浙闽台河流,,闽南沿海诸河,,,,53.86,,,,49.26,水库,,,
117.916000,24.283000,71601660,,赤兰溪水库,,,,,143.69,,浙闽台河流,,闽南沿海诸河,,,,146.80,,,,142.00,水库,,,
117.449000,24.209000,71601730,,澎水水库,,,,,505.54,,浙闽台河流,,闽南沿海诸河,,,,506.80,,,,503.00,水库,,,
117.533300,24.133300,71601739,,石榴,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
117.563000,23.971000,71601760,,祖妈林水库,,,,,40.66,,浙闽台河流,,闽南沿海诸河,,,,42.80,,,,39.00,水库,,,
117.284000,24.051000,71601780,,峰头水库,,,,,74.88,,浙闽台河流,,闽南沿海诸河,,,,77.60,,,,73.00,水库,,,
117.465833,23.796944,71601900,,东山,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,2.65,潮位,,,
117.150000,23.750000,71602280,,万家墩,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
118.802200,25.012800,71611300,,惠安（水）,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
118.273611,24.597222,71611600,,西林,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
118.060650,24.619120,71611640,,田头,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
117.883300,24.116700,71611680,,赤湖,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
118.533333,25.383330,71627700,,溪口,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
119.066666,25.533333,71631110,,萩芦,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
118.983333,25.216666,71633420,,秀屿,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,潮位,,,
116.378000,25.845000,81502700,,观音桥,,,,,309.80,,浙闽台河流,,闽南沿海诸河,,,,310.47,,,,307.80,河道,1996-08-08 13:34:00,,310.460
116.407050,25.679850,81502750,,河田,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,274.50,河道,1996-08-08 00:00:00,,277.510
116.381000,25.171000,81502820,,金山水库,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,水库,,,
116.346450,25.360506,81502830,,回龙,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,218.00,河道,1973-06-01 00:00:00,,225.390
116.423000,25.077000,81502840,,上杭,,,,,182.00,,浙闽台河流,,闽南沿海诸河,,,,,,,,180.00,河道,1973-06-01 13:37:00,,185.500
116.596000,24.660000,81502880,,棉花滩水库,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,水库,,,
116.206389,25.633611,81503210,,四都（水）,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
116.276500,25.561817,81503250,,濯田,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,264.40,河道,1973-06-01 13:38:00,,267.460
116.464722,25.477778,81503270,,涂坊(水),,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
116.197358,25.359419,81503300,,桃溪,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,273.00,河道,1999-07-21 00:00:00,,276.560
116.113056,25.278056,81503310,,永平,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
116.105611,25.396181,81503320,,大禾,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
116.227000,25.103000,81503360,,六甲水库,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,水库,,,
116.472000,25.472000,81503370,,溪源水库,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,水库,,,
116.645000,25.392000,81503450,,杨家坊,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,290.50,河道,1973-05-08 13:40:00,,294.990
116.564000,25.275000,81503480,,矶头水库,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,水库,,,
116.495833,25.208611,81503484,,梅溪,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
116.630156,25.347300,81503509,,庙前,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
116.636944,24.990278,81503717,,太拔（水）,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
116.781000,25.033000,81503730,,灌洋水库,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,水库,,,
116.909894,24.850433,81503790,,抚市（水）,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
116.737000,24.735000,81503850,,永定,,,,,182.00,,浙闽台河流,,闽南沿海诸河,,,,183.17,,,,179.30,河道,1966-08-17 00:00:00,,184.600
116.054000,25.188000,81503905,,捷文水库,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,水库,,,
116.055381,25.032047,81503925,,中山（水）,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
116.950000,24.300000,81504010,,长乐,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
116.055364,25.032089,81521840,,中山,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
116.883333,24.916667,81525540,,坎市（水）,,,,,,,浙闽台河流,,闽南沿海诸河,,,,,,,,,河道,,,
118.066000,26.583000,70900950,2023-05-01 22,沙溪口水库,85.20,,,85.20,85.00,,浙闽台河流,,闽江上游区沙溪,,0.20,,93.00,,,,85.00,水库,,,
118.111378,29.661203,70111210,2023-05-01 22,月潭水库,160.93,,,160.93,170.30,,浙闽台河流,,钱塘江流域,,1.43,,173.60,,,,159.50,水库,,,
120.043238,29.131741,70109830,2023-05-01 22,柏峰水库,122.72,,,122.72,124.33,,浙闽台河流,,钱塘江流域,,0.22,,126.20,,,,122.50,水库,,,
119.412911,29.722394,70114950,2023-05-01 22,罗村水库,262.11,,,262.11,269.07,,浙闽台河流,,钱塘江流域,,0.01,,271.60,,,,262.10,水库,,,
117.617500,30.761111,60115000,2023-05-01 22,大通(二),7.03,,,7.03,17.10,,长江,,长江中下游,,,,18.95,,,23100.000,14.40,河道,1954-08-01 00:00:00,,16.640
118.726837,32.083918,60116200,2023-05-01 22,南京,4.22,,,4.22,10.60,,长江,,长江中下游,,,,,,,,8.70,潮位,2020-07-21 09:45:00,,10.390
119.383621,32.217407,60116601,2023-05-01 22,镇江（二）,3.46,,,3.46,8.85,,太湖流域,,湖西区,,,,,,,,7.50,潮位,2020-07-21 07:30:00,,8.770
120.306192,31.949744,60117000,2023-05-01 22,江阴,1.96,,,1.96,7.25,,太湖流域,,武澄锡虞区,,,,9.25,,,,5.90,潮位,1997-08-19 00:00:00,,7.220
121.271667,31.535278,60117520,2023-05-01 22,杨林,2.92,,,2.92,,,太湖流域,,长江中下游,,,,,,,,,河道,,,
118.306030,28.884972,62414650,2023-05-01 22,千家排水库,208.24,,,208.24,219.22,,浙闽台河流,,钱塘江流域,,,,221.90,,,,216.60,水库,,,
118.422960,28.762241,62414710,2023-05-01 22,岭后水库,129.87,,,129.87,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
118.420830,28.687777,62414720,2023-05-01 22,苏源水库,139.95,,,139.95,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
118.431710,28.675186,62414730,2023-05-01 22,龙头水库,146.55,,,146.55,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
118.423333,28.607500,62414740,2023-05-01 22,青口水库,163.16,,,163.16,,,浙闽台河流,,钱塘江流域,,,,,,,,,水库,,,
121.566000,31.377000,62701710,2023-05-01 22,高桥（二）,2.80,,,2.80,5.95,,太湖流域,,浦东浦西区,,,,,,,,4.90,潮位,1997-08-18 00:00:00,,5.990
119.251098,32.066345,62702560,2023-05-01 22,仑山水库,48.13,,,48.13,56.15,,太湖流域,,湖西区,,,,59.00,,,,54.50,水库,,,
119.314785,31.885070,62702630,2023-05-01 22,墓东水库,28.16,,,28.16,31.63,,太湖流域,,湖西区,,,,34.50,,,,30.00,水库,,,
119.333839,31.741452,62702670,2023-05-01 22,茅东水库,23.17,,,23.17,28.46,,太湖流域,,湖西区,,,,31.26,,,,27.00,水库,,,
119.601370,30.331973,63000100,2023-05-01 22,里畈水库,219.11,,,219.11,239.22,,太湖流域,,浙西区,,,,242.00,,,,234.70,水库,,,
119.626765,30.263472,63000200,2023-05-01 22,桥东村,85.12,,,85.12,87.42,,太湖流域,,浙西区,,,,88.86,,,,86.42,河道,1999-06-30 00:00:00,,88.570
119.796940,30.250555,63000600,2023-05-01 22,青山水库,22.25,,,22.25,32.56,,太湖流域,,浙西区,,,,36.26,,,,23.16,水库,,,
119.925611,30.276305,63001000,2023-05-01 22,余杭,5.24,,,5.24,10.50,,太湖流域,,浙西区,,,,11.33,,,7.200,9.00,河道,,,
119.964916,30.397805,63001200,2023-05-01 22,瓶窑,3.00,,,3.00,8.50,,太湖流域,,浙西区,,,,10.24,,,4.330,7.50,河道,1999-07-01 00:00:00,,9.191
120.074713,30.548036,63001600,2023-05-01 22,德清大桥,3.01,,,3.01,,,太湖流域,,浙西区,,,,7.55,,,0.020,,河道,,,
120.073685,30.865421,63002200,2023-05-01 22,城西大桥,1.17,,,1.17,,,太湖流域,,浙西区,,,,,,,-0.080,,河道,,,
120.077469,30.866664,63002400,2023-05-01 22,杭长桥,3.01,,,3.01,5.00,,太湖流域,,杭嘉湖区,,,,6.49,,,13.052,4.50,河道,,,
119.906972,30.267194,63002500,2023-05-01 22,南湖分洪闸上,5.27,,,5.27,,,太湖流域,,浙西区,,,,12.40,,,,,河道,,,
119.709900,30.344048,63002550,2023-05-01 22,水涛庄水库,121.77,,,121.77,151.00,,太湖流域,,浙西区,,,,152.20,,,,141.20,水库,,,
119.849339,30.338681,63002600,2023-05-01 22,余杭长乐,3.95,,,3.95,,,太湖流域,,浙西区,,,,,,,1.050,,河道,,,
119.912653,30.348055,63002700,2023-05-01 22,北湖分洪闸上,4.70,,,4.70,9.34,,太湖流域,,浙西区,,,,10.20,,,,7.84,河道,,,
119.780000,30.421111,63003100,2023-05-01 22,四岭水库,62.73,,,62.73,79.20,,太湖流域,,浙西区,,,,82.16,,,,69.60,水库,,,
119.883383,30.514056,63003200,2023-05-01 22,对河口水库,40.63,,,40.63,55.18,,太湖流域,,浙西区,,,,61.40,,,,50.20,水库,,,
120.076888,30.544913,63005000,2023-05-01 22,德清大闸上,3.00,,,3.00,6.00,,太湖流域,,浙西区,,,,,,,,5.00,闸坝,2013-10-08 00:00:00,,6.471
120.068643,30.621925,63005200,2023-05-01 22,洛舍闸,3.02,,,3.02,5.90,,太湖流域,,浙西区,,,,,,,0.000,4.90,闸坝,,,
119.942304,30.672598,63005350,2023-05-01 22,老虎潭水库,33.65,,,33.65,53.56,,太湖流域,,浙西区,,,,54.80,,,,49.00,水库,,,
120.060870,30.670842,63005800,2023-05-01 22,鲇鱼口闸上,3.00,,,3.00,5.70,,太湖流域,,浙西区,,,,,,,6.156,4.80,闸坝,,,
120.069791,30.723292,63006000,2023-05-01 22,菁山闸上,2.99,,,2.99,5.50,,太湖流域,,浙西区,,,,,,,0.581,4.70,河道,,,
120.122082,30.798273,63006220,2023-05-01 22,新吴沈门闸上,3.05,,,3.05,,,太湖流域,,浙西区,,,,,,,34.429,,闸坝,,,
120.105371,30.849998,63006300,2023-05-01 22,湖州船闸,3.01,,,3.01,,,太湖流域,,浙西区,,,,,,,-12.222,,闸坝,,,
119.483172,30.633535,63006800,2023-05-01 22,赋石水库,74.37,,,74.37,87.14,,太湖流域,,浙西区,,,,91.37,,,,78.62,水库,,,
119.711222,30.738306,63007400,2023-05-01 22,横塘村,3.06,,,3.06,10.00,,太湖流域,,浙西区,,,,11.67,,,1.070,8.50,河道,,,
119.755378,30.805582,63007600,2023-05-01 22,梅溪,3.06,,,3.06,8.00,,太湖流域,,浙西区,,,,9.93,,,,7.00,河道,1963-09-13 00:00:00,,9.566
119.868960,30.868329,63008100,2023-05-01 22,港口,3.05,,,3.05,6.60,,太湖流域,,浙西区,,,,8.77,,,36.100,5.60,河道,2013-10-08 00:00:00,,7.911
119.473164,30.539180,63008800,2023-05-01 22,老石坎水库,105.17,,,105.17,122.29,,太湖流域,,浙西区,,,,124.53,,,,115.13,水库,,,
119.701188,30.588845,63009540,2023-05-01 22,凤凰水库,50.60,,,50.60,63.82,,太湖流域,,浙西区,,,,64.80,,,,62.00,水库,,,
119.603423,30.832266,63009560,2023-05-01 22,天子岗水库,21.90,,,21.90,25.37,,太湖流域,,浙西区,,,,27.80,,,,23.16,水库,,,
119.518496,30.747872,63009590,2023-05-01 22,大河口水库,122.65,,,122.65,127.09,,太湖流域,,浙西区,,,,129.00,,,,125.04,水库,,,
119.908787,30.761995,63010240,2023-05-01 22,和平水库,60.49,,,60.49,65.27,,太湖流域,,浙西区,,,,68.67,,,,61.67,水库,,,
120.028733,30.888514,63010800,2023-05-01 22,杨家埠,3.05,,,3.05,5.00,,太湖流域,,杭嘉湖区,,,,7.03,,,22.773,4.50,河道,1983-07-06 00:00:00,,5.681
119.862165,30.386029,63023990,2023-05-01 22,潘板,4.09,,,4.09,,,太湖流域,,浙西区,,,,,,,0.079,,河道,,,
119.101700,31.310600,63101001,2023-05-01 22,茅东闸,7.95,,,7.95,,,太湖流域,,湖西区,,,,,,,,,闸坝,1999-07-02 00:00:00,,13.080
119.229125,31.367269,63101130,2023-05-01 22,河口,3.24,,,3.24,,,太湖流域,,湖西区,,,,8.20,,,,,河道,2016-07-03 15:05:00,,7.740
119.335500,31.445500,63101151,2023-05-01 22,南渡,3.15,,,3.15,,,太湖流域,,湖西区,,,,7.40,,,-0.202,5.00,河道,2016-07-03 14:55:00,,7.030
119.520800,31.405800,63101200,2023-05-01 22,溧阳(二),3.18,,,3.18,,,太湖流域,,湖西区,,,,6.30,,,,4.50,河道,2016-07-05 07:00:00,,6.290
119.807722,31.363000,63101300,2023-05-01 22,宜兴（西）,3.15,,,3.15,5.20,,太湖流域,,湖西区,,,,6.00,,,,4.20,河道,2016-07-05 09:00:00,,5.540
119.817799,31.360365,63101301,2023-05-01 22,宜兴（南）,3.16,,,3.16,,,太湖流域,,湖西区,,,,5.50,,,-2.190,,河道,2016-07-05 12:00:00,,5.390
119.372634,31.397552,63101401,2023-05-01 22,大溪水库,11.12,,,11.12,16.40,,太湖流域,,湖西区,,,,23.39,,,,15.89,水库,,,
119.573650,31.747657,63101500,2023-05-01 22,金坛,3.31,,,3.31,6.00,,太湖流域,,湖西区,,,,,,,,5.00,河道,2015-06-28 00:00:00,,6.690
119.583887,31.766000,63101511,2023-05-01 22,丹金闸,3.30/3.30,,,3.30,,3.30,太湖流域,,湖西区,,,,7.30,,,,,闸坝,2015-06-28 08:50:00,,6.980
119.372634,31.585693,63101520,2023-05-01 22,塘马水库,9.81,,,9.81,12.12,,太湖流域,,湖西区,,,,13.70,,,,10.50,水库,,,
119.316667,31.300000,63101530,2023-05-01 22,前宋水库,15.51,,,15.51,22.88,,太湖流域,,湖西区,,,,25.89,,,,20.00,水库,,,
119.507732,31.682167,63101550,2023-05-01 22,王母观,3.26,,,3.26,5.60,,太湖流域,,湖西区,,,,,,,,4.60,河道,2016-07-05 11:10:00,,6.550
119.433333,31.316667,63101701,2023-05-01 22,沙河水库,17.01,,,17.01,23.00,,太湖流域,,湖西区,,,,25.60,,,,21.00,水库,,,
119.573366,31.241411,63101901,2023-05-01 22,横山水库,28.96,,,28.96,38.75,,太湖流域,,湖西区,,,,42.10,,,,35.00,水库,,,
119.887275,31.606979,63102050,2023-05-01 22,坊前,3.25,,,3.25,4.60,,太湖流域,,湖西区,,,,6.10,,,,4.10,河道,2016-07-05 08:00:00,,5.800
120.006837,31.541089,63102100,2023-05-01 22,黄埝桥,3.24,,,3.24,4.50,,太湖流域,,湖西区,,,,5.80,,,,4.00,河道,2016-07-03 09:35:00,,5.200
119.970874,31.519215,63102150,2023-05-01 22,漕桥（三）,3.22,,,3.22,4.50,,太湖流域,,湖西区,,,,,,,,4.00,河道,2016-07-03 10:20:00,,5.180
120.123000,31.508000,63102260,2023-05-01 22,直湖港闸,3.32,,,3.32,,,太湖流域,,武澄锡虞区,,,,6.00,,,,,闸坝,1991-07-14 00:00:00,,4.990
120.080000,31.460000,63102270,2023-05-01 22,雅浦港闸,3.24/3.14,,,3.24,,3.14,太湖流域,,武澄锡虞区,,,,5.50,,,-0.424,,闸坝,2016-07-11 20:00:00,,4.890
120.120000,31.500000,63102280,2023-05-01 22,武进港闸,3.30/3.21,,,3.30,,3.21,太湖流域,,武澄锡虞区,,,,5.50,,,,,闸坝,2016-07-11 20:00:00,,4.900
119.930748,31.321194,63201050,2023-05-01 22,大浦口,3.21,,,3.21,4.66,,太湖流域,,太湖区,,,,5.50,,,-54.500,3.85,河道,1999-07-06 00:00:00,,5.080
120.036864,31.485860,63201200,2023-05-01 22,百渎口,3.03,,,3.03,,,太湖流域,,太湖区,,,,5.50,,,,,河道,1991-07-14 00:00:00,,5.040
120.223494,31.541474,63201251,2023-05-01 22,犊山闸,3.19,,,3.19,,,太湖流域,,太湖区,,,,6.00,,,,,闸坝,1999-07-07 00:00:00,,5.030
120.223560,31.539000,63201255,2023-05-01 22,梅梁湖泵站,3.36,,,3.36,,,太湖流域,,太湖区,,,,,,,,,闸坝,,,
120.405242,31.444280,63201300,2023-05-01 22,望亭（太）,3.10,,,3.10,4.66,,太湖流域,,太湖区,,,,7.00,,,,3.80,河道,1999-07-08 00:00:00,,5.060
120.532006,31.468604,63201320,2023-05-01 22,琳桥,3.50,,,3.50,4.20,,太湖流域,,武澄锡虞区,,,,7.00,,,,3.80,河道,2016-07-03 00:00:00,,4.710
120.460110,31.218967,63201350,2023-05-01 22,胥口(闸上游),3.03,,,3.03,4.66,,太湖流域,,太湖区,,,,6.00,,,,3.80,河道,1991-07-07 00:00:00,,4.920
120.306988,31.103638,63201400,2023-05-01 22,洞庭西山(三),2.99,,,2.99,4.66,,太湖流域,,太湖区,,,,7.00,,,,3.80,河道,1999-07-08 00:00:00,,5.000
120.365749,30.950251,63201600,2023-05-01 22,吴溇,3.17,,,3.17,,,太湖流域,,太湖区,,,,,,,,,河道,,,
120.299164,30.930834,63201650,2023-05-01 22,濮溇闸（闸上）,1.15,,,1.15,,,太湖流域,,太湖区,,,,,,,,,闸坝,,,
120.243633,30.927300,63201751,2023-05-01 22,幻溇闸下,2.98,,,2.98,4.30,,太湖流域,,太湖区,,,,,,,-4.925,3.70,河道,,,
120.219450,30.922752,63201780,2023-05-01 22,罗溇闸上,1.13,,,1.13,,,太湖流域,,太湖区,,,,,,,0.388,,闸坝,,,
120.190020,30.930204,63201801,2023-05-01 22,大钱闸下,2.96,,,2.96,4.30,,太湖流域,,太湖区,,,,,,,,3.70,河道,,,
120.101592,30.956725,63201850,2023-05-01 22,小梅口,3.05,,,3.05,4.30,,太湖流域,,太湖区,,,,5.64,,,,3.70,河道,1999-07-08 00:00:00,,5.011
119.938155,31.107768,63201900,2023-05-01 22,夹浦,3.10,,,3.10,4.30,,太湖流域,,太湖区,,,,5.44,,,,3.70,河道,1999-07-06 00:00:00,,4.971
119.608610,30.900750,63201950,2023-05-01 22,泗安水库,12.41,,,12.41,16.52,,太湖流域,,浙西区,,,,19.47,,,,12.62,水库,,,
120.191667,31.194167,63201999,2023-05-01 22,太湖水位,3.09,,,3.09,4.65,,太湖流域,,太湖区,,,,7.00,,,,3.80,河道,1999-07-08 10:00:00,,4.970
119.604346,30.953449,63202060,2023-05-01 22,二界岭水库,40.14,,,40.14,47.00,,太湖流域,,浙西区,,,,48.79,,,,45.15,水库,,,
119.932978,30.942639,63202160,2023-05-01 22,李家巷,1.23,,,1.23,,,太湖流域,,浙西区,,,,,,,,,河道,,,
119.805090,31.045403,63202210,2023-05-01 22,合溪水库,17.65,,,17.65,29.00,,太湖流域,,浙西区,,,,32.20,,,,22.00,水库,,,
119.910628,31.002358,63202300,2023-05-01 22,长兴,3.06,,,3.06,5.00,,太湖流域,,浙西区,,,,5.98,,,2.660,4.50,河道,1999-06-30 00:00:00,,5.541
119.563464,32.176589,63202501,2023-05-01 22,谏壁闸,3.34/3.18,,,3.34,,3.18,太湖流域,,湖西区,,,,,,,-5.580,,闸坝,1996-08-01 00:00:00,,8.340
119.582405,32.173360,63202502,2023-05-01 22,谏壁抽水站,3.34,,,3.34,8.59,,太湖流域,,湖西区,,,,,,,-1.890,7.00,闸坝,,,
119.391174,32.068061,63202580,2023-05-01 22,凌塘水库,25.80,,,25.80,28.13,,太湖流域,,湖西区,,,,32.00,,,,26.50,水库,,,
119.574640,32.011595,63202600,2023-05-01 22,丹阳,3.39,,,3.39,7.20,,太湖流域,,湖西区,,,,,,,,5.60,河道,1931-07-14 00:00:00,,7.630
120.156846,31.809209,63202640,2023-05-01 22,石堰,3.38,,,3.38,,,太湖流域,,武澄锡虞区,,,,,,,-0.209,,河道,2016-07-03 16:40:00,,5.590
119.780073,31.877849,63202650,2023-05-01 22,九里铺,3.39,,,3.39,,,太湖流域,,湖西区,,,,7.20,,,8.180,4.80,河道,2015-06-27 18:05:00,,6.550
119.917831,31.797932,63202740,2023-05-01 22,常州(三堡街),3.37,,,3.37,,,太湖流域,,武澄锡虞区,,,,,,,,,河道,,,
119.890000,31.750000,63202750,2023-05-01 22,常州(三),3.35,,,3.35,5.20,,太湖流域,,武澄锡虞区,,,,6.50,,,,4.30,河道,2015-06-27 19:15:00,,6.420
119.890000,31.750000,63202760,2023-05-01 22,钟楼闸,,,,,4.80,3.38,太湖流域,,武澄锡虞区,,,,,,,,4.30,闸坝,2015-06-27 19:15:00,,6.430
120.214564,31.644596,63202800,2023-05-01 22,洛社,3.35,,,3.35,4.85,,太湖流域,,武澄锡虞区,,,,7.00,,,,4.00,河道,2017-09-25 19:35:00,,5.400
120.316667,31.550000,63202850,2023-05-01 22,无锡南门,3.33,,,3.33,,,太湖流域,,武澄锡虞区,,,,5.20,,,,,河道,1991-07-02 00:00:00,,4.880
120.283415,31.557103,63202851,2023-05-01 22,无锡（大）,3.34,,,3.34,4.80,,太湖流域,,武澄锡虞区,,,,6.00,,,,4.00,河道,2017-09-25 19:05:00,,5.320
120.435991,31.441401,63202900,2023-05-01 22,望亭（大）,3.28,,,3.28,4.30,,太湖流域,,武澄锡虞区,,,,7.00,,,,3.90,河道,2017-09-25 00:00:00,,5.070
120.422100,31.449691,63202911,2023-05-01 22,望亭（立交）,3.10/3.50,,,3.10,4.66,3.50,太湖流域,,武澄锡虞区,,,,7.00,,,-34.000,3.80,闸坝,1999-07-08 00:00:00,,5.020
120.560173,31.319210,63203000,2023-05-01 22,苏州（枫桥）,3.11,,,3.11,4.60,,太湖流域,,阳澄淀泖区,,,,5.20,,,,4.00,河道,2016-07-02 00:00:00,,4.820
120.642128,31.291274,63203040,2023-05-01 22,苏州(觅渡桥),2.93,,,2.93,,,太湖流域,,阳澄淀泖区,,,,,,,,,河道,,,
120.647711,31.266948,63203050,2023-05-01 22,苏州（二）,2.96,,,2.96,4.00,,太湖流域,,阳澄淀泖区,,,,4.00,,,,3.70,河道,1954-07-28 00:00:00,,4.370
119.417692,31.872900,63203200,2023-05-01 22,旧县,3.42,,,3.42,,,太湖流域,,湖西区,,,,,,,,7.00,河道,2003-07-06 00:00:00,,9.240
119.800220,32.104536,63203351,2023-05-01 22,九曲河闸,3.39/2.52,,,3.39,,2.52,太湖流域,,湖西区,,,,,,,2.260,5.60,闸坝,1996-08-01 00:00:00,,7.970
119.895558,32.055226,63203381,2023-05-01 22,新孟河闸,3.60/2.40,,,3.60,,2.40,太湖流域,,湖西区,,,,,,,,,闸坝,,,
119.936763,31.990255,63203501,2023-05-01 22,魏村闸,2.27/3.33,,,2.27,,3.33,太湖流域,,湖西区,,,,6.00,,,,6.00,闸坝,1996-08-01 05:20:00,,7.530
119.987440,31.967527,63203520,2023-05-01 22,澡港闸,2.23/3.33,,,2.23,,3.33,太湖流域,,武澄锡虞区,,,,6.00,,,,,闸坝,2016-07-06 05:30:00,,6.860
120.243967,31.740475,63203550,2023-05-01 22,青阳,3.36,,,3.36,4.85,,太湖流域,,武澄锡虞区,,,,6.00,,,,4.00,河道,1931-07-25 00:00:00,,6.150
120.063833,31.607911,63203555,2023-05-01 22,戴溪,3.38,,,3.38,4.80,,太湖流域,,武澄锡虞区,,,,6.50,,,,4.00,河道,2020-07-20 10:40:00,,5.070
120.160984,31.909200,63203560,2023-05-01 22,新沟河闸（闸上游）,3.39/2.05,,,3.39,,2.05,太湖流域,,武澄锡虞区,,,,,,,,,闸坝,,,
120.256009,31.912738,63203601,2023-05-01 22,定波闸,3.41,,,3.41,,,太湖流域,,武澄锡虞区,,,,9.25,,,,,闸坝,2016-07-03 16:10:00,,5.240
